,lat,lon,url,city,state,zip,status,type,style,price,beds,baths,half_baths,sq_ft,acres_lot,on_realtor,built,preds,expected_diff
3825,32.883826,-96.448751,https://www.realtor.com/realestateandhomes-detail/353-Chris-Dr_Rockwall_TX_75032_M88910-03946,Rockwall,TX,75032.0,Active Option Contract,Single Family Home,Traditional,220000.0,3.0,2.0,0.0,2064.0,0.16499081726354453,21.0,2014.0,411648.6737877634,-191648.6737877634
3826,32.865395,-96.478499,https://www.realtor.com/realestateandhomes-detail/Summer-Tanager-Ln_Rockwall_TX_75032_M78443-58616,Heath,TX,75032.0,Active,Single Family Home,nan,995000.0,5.0,5.0,2.0,5948.0,0.81,44.0,2014.0,2237551.008596585,-1242551.0085965851
3828,32.926539,-95.97118,https://www.realtor.com/realestateandhomes-detail/4168-Broken-Bow_Lone-Oak_TX_75453_M76156-31388,Lone Oak,TX,75453.0,Pending,Single Family Home,nan,129900.0,2.0,2.0,0.0,1440.0,0.48,172.0,1979.0,263577.9217697346,-133677.9217697346
3833,32.401896,-97.30691,https://www.realtor.com/realestateandhomes-detail/825-County-Road-702_Cleburne_TX_76031_M77565-66200,Cleburne,TX,76031.0,Active,Single Family Home,Traditional,150000.0,4.0,2.0,0.0,1377.0,1.04,303.0,1983.0,78182.27851078038,71817.72148921962
3837,33.005798,-96.222358,https://www.realtor.com/realestateandhomes-detail/2014-Buck-Ct_Caddo-Mills_TX_75135_M86902-38096,Caddo Mills,TX,75135.0,Active,Single Family Home,nan,380915.0,3.0,2.0,0.0,2627.0,1.5,166.0,2018.0,409342.78149350913,-28427.78149350913
3838,33.044602000000005,-96.196771,https://www.realtor.com/realestateandhomes-detail/2804-Fm-1903_Caddo-Mills_TX_75135_M88006-25200,Caddo Mills,TX,75135.0,Pending,Single Family Home,nan,299900.0,3.0,2.0,0.0,2372.0,4.5,83.0,1999.0,362754.2420276264,-62854.24202762637
3844,33.097689,-96.265618,https://www.realtor.com/realestateandhomes-detail/5177-County-Road-2714_Caddo-Mills_TX_75135_M84734-52631,Caddo Mills,TX,75135.0,Pending,Single Family Home,Ranch,249000.0,3.0,2.0,0.0,1528.0,2.0,87.0,2018.0,372652.97636390594,-123652.97636390594
3847,33.139666,-96.045753,https://www.realtor.com/realestateandhomes-detail/342-Horseman-S-Rd_Greenville_TX_75401_M72139-41794,Greenville,TX,75401.0,Active,Single Family Home,nan,198500.0,2.0,2.0,0.0,1594.0,2.35,79.0,1985.0,346752.2141902976,-148252.21419029759
3848,33.049568,-96.246271,https://www.realtor.com/realestateandhomes-detail/4554-Wooldrige-Ln_Caddo-Mills_TX_75135_M71576-70220,Caddo Mills,TX,75135.0,Active,Single Family Home,Traditional,289900.0,5.0,3.0,1.0,2759.0,1.81,83.0,1983.0,457951.5857811676,-168051.5857811676
3849,32.861727,-96.046817,https://www.realtor.com/realestateandhomes-detail/10036-Brinwood-Dr_Wills-Point_TX_75169_M73785-82728,Wills Point,TX,75169.0,Active,Single Family Home,nan,215000.0,3.0,2.0,0.0,1368.0,0.11499081726354454,72.0,2000.0,300174.03862234723,-85174.03862234723
3850,33.100583,-96.116436,https://www.realtor.com/realestateandhomes-detail/3116-Chaparral-Dr_Greenville_TX_75402_M75100-56973,Greenville,TX,75402.0,Active,Single Family Home,nan,162500.0,3.0,2.0,0.0,1550.0,0.17899449035812673,101.0,1980.0,236534.87859210974,-74034.87859210974
3851,32.901156,-96.010438,https://www.realtor.com/realestateandhomes-detail/200-Vanceville-Dr_West-Tawakoni_TX_75474_M80771-32820,West Tawakoni,TX,75474.0,Active,Single Family Home,nan,67900.0,3.0,2.0,0.0,1120.0,0.29,85.0,1999.0,252350.63332707592,-184450.63332707592
3852,33.051103000000005,-96.139323,https://www.realtor.com/realestateandhomes-detail/3239-County-Road-2176_Greenville_TX_75402_M70418-95146,Greenville,TX,75402.0,Active Option Contract,Single Family Home,Traditional,395000.0,3.0,2.0,0.0,2358.0,10.0,18.0,2015.0,384314.6411536572,10685.358846342773
3853,33.003319,-96.219644,https://www.realtor.com/realestateandhomes-detail/2166-Buck-Ct_Caddo-Mills_TX_75135_M76784-33457,Caddo Mills,TX,75135.0,Active,Single Family Home,nan,399000.0,3.0,2.0,1.0,2868.0,1.46,19.0,2018.0,328299.03764617746,70700.96235382254
3854,33.145959000000005,-96.133346,https://www.realtor.com/realestateandhomes-detail/1715-Manor-Garden-Curv_Greenville_TX_75401_M75123-67461,Greenville,TX,75401.0,Pending,Single Family Home,Traditional,109999.0,3.0,2.0,0.0,1118.0,0.16900826446280992,16.0,2006.0,309821.7198870397,-199822.71988703968
3855,32.997868,-96.257408,https://www.realtor.com/realestateandhomes-detail/5500-Southfork-Dr-N_Royse-City_TX_75189_M87957-06095,Royse City,TX,75189.0,Pending,Single Family Home,Ranch,299900.0,3.0,2.0,0.0,2184.0,2.11,32.0,2003.0,330579.8739638241,-30679.873963824124
3857,33.088535,-96.082685,https://www.realtor.com/realestateandhomes-detail/129-Red-Cloud-Dr_Greenville_TX_75402_M88994-54479,Greenville,TX,75402.0,Pending,Single Family Home,Traditional,164900.0,3.0,2.0,0.0,1310.0,0.14400826446280993,41.0,2003.0,299196.00594532304,-134296.00594532304
3860,32.51909000000001,-97.164672,https://www.realtor.com/realestateandhomes-detail/12101-Mitchell-Dr_Alvarado_TX_76009_M72020-51266,Alvarado,TX,76009.0,Active Contingent,Single Family Home,nan,130000.0,3.0,2.0,0.0,1368.0,1.84,267.0,2000.0,238905.40319015726,-108905.40319015726
3862,33.226808,-96.288107,https://www.realtor.com/realestateandhomes-detail/2913-Fm-36-N_Farmersville_TX_75442_M73960-43089,Farmersville,TX,75442.0,Active,Farms/Ranches,Ranch,600000.0,5.0,2.0,1.0,2184.0,10.0,247.0,1983.0,466800.56334096845,133199.43665903155
3863,32.989185,-96.25229,https://www.realtor.com/realestateandhomes-detail/5789-W-Interstate-30_Royse-City_TX_75189_M74353-21393,Royse City,TX,75189.0,Active,Single Family Home,Traditional,1400000.0,4.0,2.0,2.0,3333.0,19.92,497.0,1982.0,1126552.2678897518,273447.7321102482
3871,33.044103,-96.203627,https://www.realtor.com/realestateandhomes-detail/3024-Fm-1903_Caddo-Mills_TX_75135_M76251-00360,Caddo Mills,TX,75135.0,Pending,Single Family Home,Traditional,315000.0,3.0,2.0,0.0,1939.0,2.0,171.0,2000.0,320539.00616143376,-5539.006161433761
3872,33.134862,-96.886493,https://www.realtor.com/realestateandhomes-detail/540-Daylight-Dr_Frisco_TX_75036_M76033-57104,Frisco,TX,75036.0,Pending,Single Family Home,Mediterranean,599995.0,3.0,2.0,1.0,3026.0,0.13000459136822773,354.0,2018.0,320132.3120757848,279862.6879242152
3873,33.186709,-96.967064,https://www.realtor.com/realestateandhomes-detail/9712-Excursion-Dr_Oak-Point_TX_75068_M79349-23047,Oak Point,TX,75068.0,Pending,Single Family Home,Traditional,420000.0,4.0,3.0,2.0,3372.0,0.16499081726354453,394.0,2018.0,752641.5772579835,-332641.5772579835
3874,33.072621000000005,-97.223904,https://www.realtor.com/realestateandhomes-detail/1000-Uplands-Dr_Northlake_TX_76262_M86180-34889,Northlake,TX,76262.0,Active,Single Family Home,nan,485990.0,4.0,3.0,1.0,3047.0,0.176010101010101,354.0,2015.0,541721.4231585456,-55731.42315854563
3876,33.228678,-96.9184,https://www.realtor.com/realestateandhomes-detail/1425-Sea-Island-Rd_Aubrey_TX_76227_M75477-29904,Aubrey,TX,76227.0,Active,Single Family Home,Traditional,325150.0,4.0,2.0,1.0,2697.0,0.14600550964187328,395.0,2018.0,320443.3283670904,4706.671632909623
3881,33.038395,-97.158932,https://www.realtor.com/realestateandhomes-detail/3800-Post-Oak-Rd_Flower-Mound_TX_75022_M85926-81180,Flower Mound,TX,75022.0,Active Option Contract,Single Family Home,Traditional,970000.0,4.0,4.0,0.0,5088.0,2.8,319.0,1987.0,1132173.4280423636,-162173.4280423636
3883,33.228621000000004,-96.922865,https://www.realtor.com/realestateandhomes-detail/6016-Cross-Point-Ln_Little-Elm_TX_76227_M83780-27699,Little Elm,TX,76227.0,Pending,Single Family Home,Traditional,425000.0,5.0,4.0,1.0,3607.0,0.16000918273645545,335.0,2018.0,751080.4069589782,-326080.40695897816
3885,33.281533,-96.735114,https://www.realtor.com/realestateandhomes-detail/3032-Bold-Ruler-Rd_Celina_TX_75009_M79492-61692,Celina,TX,75009.0,Pending,Single Family Home,Traditional,423990.0,4.0,4.0,0.0,2776.0,0.13999081726354454,285.0,2018.0,299439.68506485235,124550.31493514765
3887,33.088102,-96.867251,https://www.realtor.com/realestateandhomes-detail/5637-Big-River-Dr_The-Colony_TX_75056_M89767-00725,The Colony,TX,75056.0,Pending,Single Family Home,Traditional,395000.0,6.0,4.0,0.0,3758.0,0.201010101010101,415.0,1999.0,618799.591325491,-223799.59132549097
3891,33.06276,-96.913311,https://www.realtor.com/realestateandhomes-detail/2559-Adam-Ln_The-Colony_TX_75056_M85825-77858,Lewisville,TX,75056.0,Pending,Condo/Townhome/Row Home/Co-Op,Traditional,260990.0,3.0,2.0,1.0,1711.0,0.039003673094582185,176.0,2018.0,257046.45912201627,3943.5408779837308
3894,32.885692,-96.268738,https://www.realtor.com/realestateandhomes-detail/9280-County-Road-2432_Terrell_TX_75160_M75977-79411,Terrell,TX,75160.0,Active Option Contract,Single Family Home,Traditional,599900.0,4.0,3.0,0.0,3364.0,30.0,9.0,1998.0,404061.690171539,195838.30982846097
3896,32.906334,-96.02430600000001,https://www.realtor.com/realestateandhomes-detail/912-Oak-Hill-Dr_West-Tawakoni_TX_75474_M75890-98037,West Tawakoni,TX,75474.0,Active Contingent,Single Family Home,Traditional,119900.0,3.0,2.0,0.0,1404.0,0.23,7.0,2003.0,291470.93839557236,-171570.93839557236
3897,32.997871999999994,-96.259066,https://www.realtor.com/realestateandhomes-detail/5451-Southfork-Dr-W_Royse-City_TX_75189_M80797-53938,Royse City,TX,75189.0,Active,Single Family Home,"Ranch,Traditional",329500.0,4.0,2.0,0.0,2147.0,2.01,11.0,1999.0,256903.56361476576,72596.43638523424
3898,32.953575,-96.22088000000001,https://www.realtor.com/realestateandhomes-detail/5785-County-Road-2560_Royse-City_TX_75189_M70442-47241,Royse City,TX,75189.0,Active,Single Family Home,Traditional,575000.0,4.0,3.0,1.0,3036.0,4.0,11.0,2016.0,366818.9671040379,208181.03289596213
3899,33.056334,-97.33391,https://www.realtor.com/realestateandhomes-detail/18016-Cindys-Ln_Justin_TX_76247_M71970-43111,Justin,TX,76247.0,Active Kick Out,Single Family Home,nan,79900.0,3.0,2.0,0.0,1050.0,1.0,294.0,1985.0,131729.02654493437,-51829.02654493437
3902,32.991865999999995,-97.06424399999999,https://www.realtor.com/realestateandhomes-detail/500-Long-Prairie-Rd-7_Flower-Mound_TX_75022_M85844-17157,Flower Mound,TX,75022.0,Pending,Condo/Townhome/Row Home/Co-Op,"Contemporary,Modern",560000.0,3.0,3.0,1.0,2382.0,0.05,251.0,2019.0,693498.0037558071,-133498.00375580706
3903,33.13152,-97.149568,https://www.realtor.com/realestateandhomes-detail/900-Fincher-Trl_Argyle_TX_76226_M82712-25433,Argyle,TX,76226.0,Active,Single Family Home,Traditional,998000.0,4.0,3.0,1.0,3781.0,1.66,339.0,2018.0,750879.2692008916,247120.7307991084
3905,33.320975,-96.147842,https://www.realtor.com/realestateandhomes-detail/1522-County-Road-1029_Celeste_TX_75423_M83874-64146,Celeste,TX,75423.0,Active,Farms/Ranches,"Ranch,Traditional",3650000.0,3.0,2.0,1.0,3584.0,889.0,5.0,2002.0,1257555.3863573277,2392444.613642672
3911,33.282106,-97.156061,https://www.realtor.com/realestateandhomes-detail/7136-Ganzer-Rd-E_Denton_TX_76207_M73439-37078,Denton,TX,76207.0,Pending,Single Family Home,Traditional,489000.0,3.0,2.0,1.0,1366.0,10.83,242.0,1996.0,194603.97870700728,294396.02129299275
3913,33.068799,-97.162919,https://www.realtor.com/realestateandhomes-detail/8701-Baltusrol-Dr_Flower-Mound_TX_75022_M78917-16108,Flower Mound,TX,75022.0,Active,Single Family Home,"English,French",2499000.0,5.0,6.0,1.0,7474.0,1.54,423.0,2003.0,3063434.624148771,-564434.6241487712
3915,33.211933,-96.891134,https://www.realtor.com/realestateandhomes-detail/16492-Barton-Creek-Ln_Little-Elm_TX_75068_M85745-43791,Frisco,TX,75068.0,Active Contingent,Single Family Home,Traditional,550000.0,5.0,4.0,0.0,4037.0,0.21999540863177228,223.0,2018.0,474294.40450021636,75705.59549978364
3919,33.086082,-97.113516,https://www.realtor.com/realestateandhomes-detail/9900-Kaitlyn-Ct_Lantana_TX_76226_M81684-44558,Lantana,TX,76226.0,Pending,Single Family Home,Traditional,434900.0,4.0,3.0,0.0,3270.0,0.18000459136822775,184.0,2013.0,344369.4526719343,90530.54732806567
3920,33.113123,-97.225593,https://www.realtor.com/realestateandhomes-detail/1008-10th-St_Argyle_TX_76226_M75196-67243,Argyle,TX,76226.0,Pending,Single Family Home,Traditional,331929.0,3.0,3.0,0.0,2272.0,0.11999540863177227,193.0,2018.0,337943.6507472656,-6014.6507472656085
3921,33.159982,-96.764572,https://www.realtor.com/realestateandhomes-detail/13121-Iron-Liege-Dr_Frisco_TX_75035_M86954-19621,Frisco,TX,75035.0,Pending,Single Family Home,nan,564990.0,5.0,5.0,1.0,4074.0,0.16999540863177226,143.0,2018.0,901749.2615097191,-336759.2615097191
3923,33.064839,-96.095921,https://www.realtor.com/realestateandhomes-detail/1107-Churchill-Ln_Greenville_TX_75402_M81483-85302,Greenville,TX,75402.0,Active,Single Family Home,nan,199500.0,3.0,2.0,0.0,1840.0,0.31,23.0,1983.0,280387.0910923967,-80887.0910923967
3924,33.14883,-96.857332,https://www.realtor.com/realestateandhomes-detail/3597-Harvest-Ln_Frisco_TX_75034_M74950-40936,Frisco,TX,75034.0,Active,Single Family Home,Traditional,497990.0,4.0,3.0,1.0,2968.0,0.12699724517906336,429.0,2018.0,397905.77161192324,100084.22838807676
3928,33.138303,-97.186844,https://www.realtor.com/realestateandhomes-detail/9620-Athens-Dr_Argyle_TX_76226_M75796-85007,Denton,TX,76226.0,Pending,Single Family Home,nan,289990.0,4.0,2.0,0.0,2237.0,0.15399449035812673,218.0,2019.0,284378.95756655355,5611.042433446448
3931,32.994427,-96.783557,https://www.realtor.com/realestateandhomes-detail/7012-Nicki-St_Dallas_TX_75252_M82646-38321,Dallas,TX,75252.0,Pending,Single Family Home,nan,393400.0,5.0,3.0,1.0,3371.0,0.39,155.0,1993.0,471388.7195446624,-77988.7195446624
3935,33.103783,-97.269057,https://www.realtor.com/realestateandhomes-detail/Northlake_TX_76247_M79832-85682,TX 76247,nan,nan,Pending,Single Family Home,"Ranch,Traditional",390000.0,4.0,2.0,0.0,2638.0,1.02,206.0,2006.0,288272.69529194245,101727.30470805755
3938,33.138699,-97.18543000000001,https://www.realtor.com/realestateandhomes-detail/9721-Athens-Dr_Argyle_TX_76226_M74955-96593,Denton,TX,76226.0,Pending,Single Family Home,nan,337990.0,4.0,3.0,0.0,2454.0,0.12601010101010102,181.0,2018.0,278333.9618094221,59656.03819057788
3939,33.10616,-96.921974,https://www.realtor.com/realestateandhomes-detail/3008-Kingsbarns_The-Colony_TX_75056_M73617-87892,The Colony,TX,75056.0,Pending,Single Family Home,nan,1294940.0,5.0,5.0,2.0,4749.0,0.34,233.0,2019.0,1658331.863689424,-363391.863689424
3941,33.095491,-97.084654,https://www.realtor.com/realestateandhomes-detail/3411-Brighton-Ct_Highland-Village_TX_75077_M72031-14096,Highland Village,TX,75077.0,Pending,Single Family Home,nan,425000.0,4.0,4.0,0.0,3252.0,0.1859963269054178,181.0,2003.0,329513.9740831627,95486.02591683727
3942,33.111866,-97.223948,https://www.realtor.com/realestateandhomes-detail/913-Parkside-Dr_Argyle_TX_76226_M81349-60145,Argyle,TX,76226.0,Pending,Single Family Home,Traditional,314856.0,3.0,3.0,0.0,2272.0,0.11999540863177227,163.0,2018.0,340131.9283791176,-25275.928379117628
3943,33.165772,-96.896817,https://www.realtor.com/realestateandhomes-detail/2408-Eagle-Mountain-Dr_Little-Elm_TX_75068_M80983-44204,Little Elm,TX,75068.0,Pending,Single Family Home,Traditional,235000.0,4.0,2.0,1.0,2105.0,0.1640036730945822,243.0,2000.0,148876.77143654315,86123.22856345685
3944,33.251079,-96.94851,https://www.realtor.com/realestateandhomes-detail/10813-Culberson-Dr_Aubrey_TX_76227_M75919-01235,Aubrey,TX,76227.0,Active,Single Family Home,nan,298460.0,4.0,3.0,0.0,2780.0,0.1,159.0,2018.0,314858.41216541175,-16398.412165411748
3946,33.08142,-97.125132,https://www.realtor.com/realestateandhomes-detail/691-Lockridge-Rd_Lantana_TX_76226_M89978-32960,Lantana,TX,76226.0,Pending,Single Family Home,Traditional,459000.0,5.0,5.0,1.0,4515.0,0.34,229.0,2002.0,1508075.5134683978,-1049075.5134683978
3947,33.18407,-96.902248,https://www.realtor.com/realestateandhomes-detail/2113-Sunny-Side-Dr_Little-Elm_TX_75068_M74310-27586,Little Elm,TX,75068.0,Active,Single Family Home,nan,242000.0,3.0,2.0,0.0,1873.0,0.13799357208448118,200.0,2007.0,336545.9792709594,-94545.97927095939
3950,33.276996000000004,-97.006592,https://www.realtor.com/realestateandhomes-detail/7896-Ileson-Rd_Aubrey_TX_76227_M85971-53613,Aubrey,TX,76227.0,Active Option Contract,Single Family Home,nan,299000.0,3.0,2.0,0.0,2040.0,2.21,181.0,1982.0,283654.7471615515,15345.252838448505
3951,33.10845,-97.116517,https://www.realtor.com/realestateandhomes-detail/1252-Grant-Ave_Lantana_TX_76226_M82075-58606,Lantana,TX,76226.0,Active,Single Family Home,Traditional,440000.0,3.0,2.0,1.0,3558.0,0.198989898989899,192.0,2007.0,601088.153809517,-161088.15380951704
3952,33.114058,-96.845371,https://www.realtor.com/realestateandhomes-detail/4903-Northshore-Dr_Frisco_TX_75034_M88130-77864,Frisco,TX,75034.0,Active,Single Family Home,Traditional,680000.0,5.0,4.0,0.0,4860.0,0.21299357208448116,198.0,1999.0,928679.9266495329,-248679.92664953286
3953,33.104004,-96.8505,https://www.realtor.com/realestateandhomes-detail/4556-Biltmoore-Dr_Frisco_TX_75034_M81603-66288,Frisco,TX,75034.0,Active,Single Family Home,"English,Traditional",770000.0,3.0,2.0,2.0,3766.0,0.28,191.0,1999.0,1048399.4899267821,-278399.4899267821
3955,33.140619,-97.252313,https://www.realtor.com/realestateandhomes-detail/12012-Claridge-Ct_Denton_TX_76207_M89276-48686,Denton,TX,76207.0,Active,Single Family Home,Traditional,599900.0,2.0,2.0,1.0,2952.0,0.25,194.0,2012.0,528029.8701701082,71870.12982989184
3956,33.048476,-96.886252,https://www.realtor.com/realestateandhomes-detail/1709-Brookhollow-Dr_Lewisville_TX_75056_M86767-53939,Lewisville,TX,75056.0,Pending,Single Family Home,Traditional,485000.0,5.0,4.0,0.0,3518.0,0.15199724517906335,229.0,2018.0,351431.99854176515,133568.00145823485
3957,33.097036,-97.050023,https://www.realtor.com/realestateandhomes-detail/306-Highland-Lake-Dr_Highland-Village_TX_75077_M80602-17690,Highland Village,TX,75077.0,Active,Single Family Home,nan,1200000.0,6.0,4.0,1.0,5500.0,0.23,190.0,1995.0,1593771.806457772,-393771.8064577719
3958,33.203565000000005,-96.973991,https://www.realtor.com/realestateandhomes-detail/201-Lloyds-Rd_Little-Elm_TX_75068_M87121-10577,Little Elm,TX,75068.0,Active,Farms/Ranches,"Early American,Traditional",690000.0,4.0,2.0,0.0,1560.0,4.55,141.0,1962.0,190343.90077218245,499656.09922781755
3959,33.090667,-96.886241,https://www.realtor.com/realestateandhomes-detail/5012-Stanley-Dr_The-Colony_TX_75056_M85439-13176,The Colony,TX,75056.0,Active Option Contract,Single Family Home,nan,267900.0,4.0,2.0,0.0,2123.0,0.15798898071625345,142.0,1977.0,216895.75888530276,51004.241114697244
3961,33.177749,-96.861659,https://www.realtor.com/realestateandhomes-detail/12080-Tivoli-Ln_Frisco_TX_75033_M88123-32758,Frisco,TX,75033.0,Pending,Single Family Home,Traditional,359000.0,3.0,2.0,0.0,2188.0,0.19800275482093663,139.0,2008.0,367018.91938327684,-8018.919383276836
3964,33.225151000000004,-96.915487,https://www.realtor.com/realestateandhomes-detail/817-Auburn-Ct_Savannah_TX_76227_M70675-82325,Savannah,TX,76227.0,Active,Single Family Home,Traditional,339000.0,4.0,3.0,1.0,3294.0,0.1390036730945822,284.0,2012.0,648717.0099598042,-309717.00995980424
3965,33.179962,-96.851106,https://www.realtor.com/realestateandhomes-detail/4150-Newman-Blvd_Frisco_TX_75033_M70133-72179,Frisco,TX,75033.0,Active,Single Family Home,French,1795000.0,5.0,5.0,2.0,6380.0,0.38,184.0,2017.0,2578343.1698911805,-783343.1698911805
3966,33.05393,-97.078395,https://www.realtor.com/realestateandhomes-detail/4925-Campbeltown-Dr_Flower-Mound_TX_75028_M84278-65042,Flower Mound,TX,75028.0,Active,Single Family Home,Traditional,632411.0,4.0,2.0,0.0,2824.0,0.23,268.0,2019.0,313505.5995437547,318905.4004562453
3971,33.146845,-96.853742,https://www.realtor.com/realestateandhomes-detail/3810-Killian-Ct_Frisco_TX_75034_M78378-24968,Frisco,TX,75034.0,Active,Single Family Home,nan,479557.0,3.0,3.0,1.0,2508.0,0.1,281.0,2018.0,282679.62254539726,196877.37745460274
3972,33.145003,-97.239637,https://www.realtor.com/realestateandhomes-detail/9212-Crestview-Dr_Denton_TX_76207_M83593-34411,Denton,TX,76207.0,Active Option Contract,Single Family Home,Traditional,553000.0,3.0,3.0,1.0,3228.0,0.25,134.0,2015.0,570557.1481725589,-17557.148172558867
3973,32.997554,-97.203283,https://www.realtor.com/realestateandhomes-detail/10-Crooked-Creek-Ct_Trophy-Club_TX_76262_M70168-56684,Trophy Club,TX,76262.0,Active,Single Family Home,Traditional,398000.0,5.0,2.0,1.0,2991.0,0.19499540863177225,187.0,1989.0,558710.2652275796,-160710.26522757963
